ip,port
2400:6180:0:d2:0:2:c5be:5000,443
146.59.34.209,2053
2001:41d0:601:1100::1642,2053
87.121.86.93,443
2a12:bec4:1483:d0::2,443
194.58.34.139,443
144.31.212.58,443
146.59.18.234,443
54.36.186.141,443
157.180.121.219,2053
46.62.201.160,443
2a01:4f9:c013:821e::1,443
138.124.85.225,443
212.119.43.74,2053
146.19.84.236,2053
185.215.187.198,443
2a07:9280:0:4::65,443
65.109.200.234,443
188.253.18.132,443
2a0c:16c0:515:418::8957,443
144.31.182.130,443
2a01:ecc0:5000:7d::2,443
81.177.214.250,443
185.215.187.143,443
2a07:9280:0:4::1d,443
45.12.151.34,443
5.181.202.60,443
2a10:c943:100::9c9,443
185.179.82.201,443
89.125.2.229,443
213.111.179.170,443
2a03:f80:372:6bd8::1,443
152.42.196.47,443
2400:6180:0:d2:0:2:cd13:f000,443
174.138.25.141,443
8.222.193.153,443
8.221.172.2,443
195.135.254.173,8443
2a0c:16c0:505:5e2::a358,8443
194.59.186.60,443
2.27.51.244,8443
2a01:ecc0:6000:404::2,8443
193.221.203.206,443
46.62.164.121,443
2a01:4f9:c011:8a22::1,443
212.119.43.76,443
62.238.21.163,2096
2a01:4f9:c014:dbe5::1,2096
95.216.168.240,2053
5.42.221.131,443
2a12:c740::54e4:b530,443
45.43.76.95,8443
2a0c:16c0:505:8c9::d93c,8443
46.62.164.80,443
185.254.158.134,443
2a0d:6c2:24:75a::,443
18.138.34.221,443
2406:da18:cbe:fcd1:b3b2:f28b:ce73:ebea,443
13.140.16.35,443
2a0c:16c0:520:797::529d,443
194.68.32.99,443
2a03:f80:47:432a::1,443
185.36.142.21,8443
2a10:c943:100::107,8443
31.77.224.4,443
23.236.111.4,443
195.123.209.189,8443
2a02:27ac::5b9,8443
94.156.236.118,443
5.34.210.186,443
2a0c:16c0:510:d39::d864,443
45.12.28.170,443
2a10:c943:100::8da,443
157.230.41.10,443
195.135.255.236,443
2a0c:16c0:505:774::389d,443
5.188.200.189,443
2a10:c943:100::2e4,443
144.31.133.234,443
2a01:ecc0:6000:1dd::2,443
45.12.28.95,443
84.242.64.86,8443
95.85.224.64,443
2a12:bec4:1483:837::2,443
138.124.0.245,8443
146.19.84.9,8443
2a11:7e41:1:1::4d,8443
185.36.141.23,443
2a10:c943:100::398,443
139.28.220.254,443
2a0a:9300:1:392::1,443
64.188.81.193,443
2a12:bec4:1484:ac::2,443
64.188.82.39,443
2a12:bec4:1483:c1::2,443
45.158.169.159,2053
85.159.228.137,8443
91.186.210.180,2053
2a0c:5d00:3002::9eeb:afad,2053
79.72.19.53,2083
172.236.154.50,443
2600:3c15::2000:84ff:fe8c:740f,443
83.147.192.64,443
2a01:e5c0:3691::2,443
104.248.159.171,443
2400:6180:0:d2:0:2:c7c5:5000,443
116.251.217.107,443
2405:4200:f001:ba7d::1,443
82.25.185.46,443
46.17.106.121,443
2a0a:9300:1:a7::1,443
185.36.142.88,443
2a10:c943:100::535,443
46.62.230.149,443
2a01:4f9:c013:85c9::1,443
45.131.135.148,443
2a0d:6c2:24:b8e::,443
89.22.227.190,443
2a0b:4140:35bd::2,443
15.235.212.159,8443
2402:1f00:8001:209f::,8443
95.217.179.231,443
2a01:4f9:c012:6885::1,443
89.167.62.25,443
2a01:4f9:c013:f42::1,443
78.17.47.71,443
46.62.160.244,443
2a01:4f9:c011:b9da::1,443
95.81.126.119,443
2a0a:9300:1:7a0::1,443
89.125.105.152,8443
2605:e440:7::36e,8443
65.21.50.107,443
2a01:4f9:c012:ceae::1,443
194.48.143.96,8443
2a0d:6c2:24:935::,8443
186.246.35.98,8443
2a13:a504::18e,8443
135.181.250.100,2053
5.223.93.126,8443
2a01:4ff:2f0:34ee::1,8443
83.219.250.141,443
185.36.140.244,443
2a10:c943:100::44c,443
185.230.190.148,443
65.21.16.187,443
65.21.225.15,443
31.77.194.197,443
2a01:ecc0:6000:e4a::2,443
84.19.3.116,443
31.77.224.15,443
23.236.111.15,443
5.34.209.97,443
2a0c:16c0:510:cd6::78a5,443
65.109.188.1,443
135.181.22.167,443
2a01:4f9:4b:46cd::1,443
167.254.241.32,2053
2.26.158.59,443
185.200.190.149,443
2a04:5201:2::a18,443
95.81.127.100,443
2a0a:9300:1:b7d::1,443
185.36.140.119,443
2a10:c943:100::664,443
37.27.113.239,443
65.109.205.229,443
65.109.218.78,8443
2a01:4f9:c011:6cd8::1,8443
212.60.4.134,443
62.238.24.2,443
2a01:4f9:c015:ee23::1,443
65.109.211.47,443
2a01:4f9:c011:6867::1,443
204.168.176.194,443
2a01:4f9:c014:6baa::1,443
46.62.204.134,443
2a01:4f9:c013:a053::1,443
147.45.217.40,443
65.21.237.142,443
2a01:4f9:6a:4ccb::2,443
185.174.135.12,443
2a01:8640:f::5f91:1b61,443
77.42.47.84,8443
2a01:4f9:c012:3fa1::1,8443
65.108.77.56,8443
46.32.186.214,8443
2a0c:16c0:505:81d::427a,8443
143.198.94.190,443
195.123.211.167,8443
185.36.140.114,8443
45.12.146.39,443
62.238.14.79,443
2a01:4f9:c013:7d44::1,443
62.238.47.196,443
2a01:4f9:c015:a665::1,443
65.21.16.186,443
65.108.225.161,443
54.251.249.94,8443
2406:da18:2a4:9900:1fdc:a2ae:fdf7:7aa6,8443
66.151.35.81,443
66.151.34.156,443
37.27.27.1,443
2a01:4f9:c014:6418::1,443
5.199.173.184,443
185.254.158.77,443
2a0d:6c2:24:a4d::,443
157.180.112.66,443
2a01:4f9:c011:bf57::1,443
62.238.9.176,2096
2a01:4f9:c012:15ea::1,2096
135.181.24.30,443
2a01:4f9:c012:f20d::1,443
194.48.143.184,2053
2a0d:6c2:24:35d::,2053
65.109.95.205,2053
185.231.206.236,443
2a09:bac1:2500::48e:33,443
135.181.78.188,443
2a01:4f9:4b:1682::2,443
77.93.90.231,443
2a14:7dc0:203:cd0::d23,443
82.47.22.22,443
213.176.17.62,8443
37.27.196.20,443
2a01:4f9:c011:94d4::1,443
62.238.24.80,443
2a01:4f9:c014:80f9::1,443
204.168.170.10,443
2a01:4f9:c014:1200::1,443
77.42.82.1,443
2a01:4f9:c014:9c52::1,443
89.167.48.29,443
2a01:4f9:c012:ecb9::1,443
89.127.201.202,443
169.40.6.126,8443
2a0c:16c0:520:60b::63bc,8443
65.21.183.79,443
2a01:4f9:c010:e5f8::1,443
138.124.250.35,443
82.25.185.97,8443
165.232.94.64,443
2a03:b0c0:2:d0::142b:9001,443
89.22.224.53,443
2a01:e5c0:6f7d::2,443
43.156.116.194,443
62.78.158.62,443
2001:14ba:4692:c000:3a48:bf9b:de09:68c7,443
204.168.219.115,443
2a01:4f9:c014:31f8::1,443
65.21.156.174,8443
2a01:4f9:c014:e92e::1,8443
65.108.223.16,8443
2a01:4f9:c011:17a3::1,8443
135.181.88.230,443
2a01:4f9:c014:ff17::1,443
194.56.225.65,2053
204.168.191.182,443
2a01:4f9:c014:b603::1,443
65.108.54.151,443
2a01:4f9:c012:e730::1,443
157.180.24.70,443
204.168.221.143,8443
2a01:4f9:c013:ed0::1,8443
77.42.88.169,443
2a01:4f9:c012:f3fb::1,443
37.27.220.78,8443
2a01:4f9:c011:b476::1,8443
95.217.13.36,443
77.42.44.22,443
2a01:4f9:c014:a65a::1,443
161.248.254.27,443
2606:6680:60:1::fd69:1327,443
185.58.115.45,443
45.67.202.36,443
62.238.42.32,443
2a01:4f9:c014:da25::1,443
65.21.224.102,443
157.180.92.230,443
2a01:4f9:c014:81fe::1,443
217.78.239.142,8443
2001:978:1001:28d::,8443
204.168.211.37,443
2a01:4f9:c014:ec80::1,443
185.202.207.3,8443
2a0d:6c2:24:1e4::,8443
77.42.92.244,443
2a01:4f9:c013:61c2::1,443
65.108.149.250,2053
206.245.133.239,8443
65.21.182.84,443
2a01:4f9:c013:18c7::1,443
138.124.80.223,443
82.181.21.139,443
2001:14ba:445c:900::185,443
194.67.66.137,443
2602:fa59:8:761::1,443
89.167.100.106,443
2a01:4f9:c014:901b::1,443
46.62.192.22,8443
2a01:4f9:c010:9895::1,8443
65.109.220.238,2053
2a01:4f9:c010:ff2::1,2053
152.42.175.157,443
2400:6180:0:d2:0:2:c89b:f000,443
5.223.71.252,443
2a01:4ff:2f0:2d89::1,443
65.108.148.150,443
2a01:4f9:c013:4511::1,443
77.42.94.136,443
135.181.249.78,443
2a01:4f9:c012:a43::1,443
45.94.47.107,443
2a13:8c86:120:1b::1,443
130.12.171.63,443
2602:fcc0:3334:3fff::1,443
65.109.133.131,8443
2a01:4f9:c012:9a2e::1,8443
157.180.69.33,8443
2a01:4f9:c012:2a98::1,8443
65.21.62.180,443
65.109.209.224,443
2a01:4f9:c011:47a4::1,443
65.109.190.47,443
2a01:4f9:c011:4602::1,443
95.216.221.75,443
2a01:4f9:c011:877c::1,443
204.168.162.190,443
2a01:4f9:c014:5064::1,443
151.241.229.145,443
65.21.179.149,443
2a01:4f9:c012:6ca8::1,443
65.109.218.121,443
2a01:4f9:c011:493c::1,443
95.217.177.97,443
2a01:4f9:c010:4d90::1,443
37.27.246.224,443
2a01:4f9:c010:a905::1,443
204.168.220.16,443
2a01:4f9:c015:ad91::1,443
185.72.146.162,443
2a0a:2b41:7:16cc::,443
78.153.139.207,443
77.42.66.7,443
65.21.159.37,443
141.11.43.55,443
2602:f919:106::11f,443
83.147.255.88,443
62.238.13.230,8443
2a01:4f9:c014:2cd7::1,8443
217.78.239.167,443
5.189.137.48,8443
2a02:c207:2012:3290::1,8443
31.56.205.254,443
2a13:7c00:6:49:f816:3eff:fe4c:f430,443
37.27.11.192,443
2a01:4f9:c012:9acd::1,443
85.204.18.93,443
62.60.254.131,443
2a01:ecc0:4000:66f::2,443
95.216.219.185,443
2a01:4f9:c010:aa09::1,443
94.177.13.18,2053
89.125.92.172,443
65.109.12.58,2053
65.109.186.119,443
2a01:4f9:c011:42a::1,443
65.109.214.233,443
46.8.238.150,2053
65.21.109.73,443
2a01:4f9:c012:b056::1,443
65.109.186.249,2053
95.217.176.149,2053
185.228.233.167,443
2a13:a504::e9,443
204.168.135.142,8443
2a01:4f9:c014:7eb4::1,8443
31.56.227.49,2053
46.8.232.118,2053
95.182.115.61,443
2a13:7c00:6:35:f816:3eff:fe39:765a,443
193.233.248.210,443
83.147.255.84,443
217.145.79.186,443
95.182.99.137,2053
95.182.99.108,2053
46.8.70.178,2053
62.238.2.182,443
2a01:4f9:c014:c332::1,443
65.109.208.244,443
2a01:4f9:c010:6eca::1,443
138.124.85.247,443
185.218.0.67,443
2a0a:2b41:5:dd26::,443
91.215.152.172,8443
2001:67c:2f4c:2::4d4,8443
77.91.85.85,443
2a01:ecc0:1000:1d02::2,443
185.105.108.43,443
84.247.150.74,443
2407:3640:2324:7631::1,443
95.216.196.12,443
2a01:4f9:c014:428f::1,443
185.72.145.246,2053
2a0a:2b41:1:4dbc::,2053
116.202.180.140,2053
2a01:4f9:c011:1586::1,2053
103.109.234.61,443
204.168.132.121,443
31.59.41.76,2053
37.27.20.35,2053
45.38.170.27,2053
185.230.143.210,443
2a0b:4140:cf21::2,443
65.109.191.32,443
2a01:4f9:c011:5dfd::1,443
31.57.196.157,8443
193.109.84.39,443
45.38.139.214,2053
31.57.26.223,2053
2.26.93.13,443
2a01:ecc0:540:17c::2,443
46.8.70.198,443
144.31.243.19,443
31.77.224.12,443
23.236.111.12,443
77.42.31.31,443
2a01:4f9:c015:2c5f::1,443
31.76.42.41,443
2a01:ecc0:6000:bc5::2,443
132.226.163.224,2053
95.217.185.57,443
185.185.71.66,443
2a0a:2b41:4:91ba::,443
194.48.140.149,443
2a0d:6c2:24:549::,443
94.156.180.201,443
178.17.53.85,443
150.241.75.194,443
2a01:ecc0:c00:9d::2,443
185.48.250.175,443
64.188.73.173,2083
2a01:ecc0:1002:1800::2,2083
31.58.137.8,8443
46.8.232.233,443
94.156.180.40,443
217.60.61.61,443
2a13:7c00:6:102:f816:3eff:fe97:daac,443
94.183.235.247,2053
157.180.125.64,443
2a01:4f9:c012:6aed::1,443
217.60.60.83,443
2a13:7c00:6:101:f816:3eff:fe5e:5760,443
193.222.97.122,443
2a0d:6c2:24:810::,443
128.199.119.5,443
2400:6180:0:d2:0:2:5e57:c000,443
94.183.190.189,443
2a13:7c00:6:21:f816:3eff:fe1b:b18,443
185.185.71.118,443
2a0a:2b41:7:7b0d::,443
31.76.55.132,443
2a01:ecc0:c80:1db::2,443
146.235.59.153,2053
31.56.204.194,443
144.31.79.12,443
2a01:ecc0:1004:4e00::2,443
45.131.135.105,443
2a0d:6c2:24:436::,443
185.72.147.237,443
2a0a:2b41:4:ed28::,443
185.123.53.176,443
31.56.113.67,8443
94.156.180.111,443
2a01:ecc0:500:50::2,443
31.56.197.181,2053
185.92.183.217,443
77.91.85.224,443
2a01:ecc0:1000:1cfc::2,443
77.91.84.125,443
2a01:ecc0:1006:4c00::2,443
46.8.64.228,443
2.27.52.23,443
150.241.75.7,8443
2a01:ecc0:c00:4::2,8443
31.59.41.214,443
2a13:7c00:6:45:f816:3eff:feef:c019,443
144.31.243.96,8443
150.241.101.102,8443
144.31.79.168,443
2a01:ecc0:1005:2400::2,443
45.158.169.78,443
2a13:7c00:6:36:f816:3eff:fe23:a7f6,443
2.26.115.154,443
2a01:ecc0:1000:2e11::2,443
92.118.205.177,443
2a11:840:59:1b::f09d:61bd,443
46.8.64.53,443
94.156.180.27,443
46.8.237.105,2053
212.34.133.225,443
2a14:1e00:1:4df::,443
46.8.233.110,443
2a13:7c00:6:9:f816:3eff:fed5:9118,443
94.183.235.110,2053
46.62.217.55,443
2a01:4f9:c012:4edf::1,443
2.27.48.253,443
2a01:ecc0:6000:988::2,443
144.31.132.187,443
2a01:ecc0:6000:b8::2,443
31.59.106.71,443
45.136.198.114,8443
217.78.239.188,443
185.92.183.102,443
2a13:7c00:6:26:f816:3eff:fe11:a5de,443
109.206.243.100,443
2.27.11.208,443
2a01:ecc0:1000:20dc::2,443
144.31.240.86,8443
2a01:ecc0:540:125::2,8443
188.130.154.155,443
31.58.77.150,443
62.60.229.255,443
185.218.0.16,443
31.57.106.178,443
65.109.183.220,443
2a01:4f9:c011:7902::1,443
213.252.245.30,443
2a04:2180:0:1::75e8:1b92,443
193.164.155.179,2053
192.145.30.224,443
31.57.29.8,443
2a13:7c00:10:2:f816:3eff:fe5e:b86,443
45.67.202.173,443
31.57.92.251,2053
31.76.83.76,443
2a01:ecc0:c40:100::2,443
45.127.35.143,443
2001:df4:c140:1f::18,443
65.108.146.113,443
2a01:4f9:c015:f3ae::1,443
5.101.50.226,443
188.255.163.90,2053
31.76.55.48,443
2a01:ecc0:c80:1a3::2,443
188.130.206.87,443
193.164.155.48,443
2a01:e5c0:140a::2,443
38.180.196.40,8443
38.180.78.255,443
212.237.218.229,8443
37.27.220.64,443
2a01:4f9:c010:cbcf::1,443
159.223.78.76,443
2400:6180:0:d2:0:2:9461:d000,443
46.8.232.190,8443
2a13:7c00:6:10:f816:3eff:fe58:bd06,8443
31.58.77.174,443
2a13:7c00:10:16:f816:3eff:fe70:f0a8,443
31.56.117.15,443
13.140.29.144,443
2a01:8740:1:e18::e473,443
31.56.204.131,443
2a13:7c00:6:28:f816:3eff:fe48:46be,443
94.72.140.210,443
31.59.41.97,443
2a13:7c00:6:45:f816:3eff:feb0:c674,443
144.31.239.65,2053
2a01:ecc0:500:1bd::2,2053
2.27.11.155,443
31.57.62.60,8443
188.215.31.36,8443
209.97.170.177,443
2400:6180:0:d2:0:2:9f93:d000,443
2.27.11.244,443
2a01:ecc0:1000:20fd::2,443
94.183.191.228,2053
46.8.228.165,443
5.42.221.16,443
31.59.41.182,2053
89.125.248.243,443
2605:e440:38::295,443
89.167.59.203,443
2a01:4f9:c014:aa7d::1,443
188.215.31.110,8443
31.57.105.51,443
2a13:7c00:6:52:f816:3eff:fe05:f930,443
203.18.98.14,2053
65.109.160.132,443
2a01:4f9:c012:289a::1,443
62.238.3.55,443
2a01:4f9:c013:7f55::1,443
13.140.29.177,443
2a01:8740:1:e3e::bea4,443
46.8.238.83,8443
212.87.222.32,443
193.164.155.38,443
169.40.15.217,443
2a01:8740:1:e02::75bd,443
185.23.236.202,443
2001:978:1001:3c9::,443
45.197.12.118,443
13.140.29.178,443
2a01:8740:1:e3f::5436,443
147.78.3.96,443
185.92.183.65,443
2a13:7c00:6:26:f816:3eff:fe3b:afa1,443
46.8.237.3,443
31.58.171.201,443
2a13:7c00:6:32:f816:3eff:fe26:f27f,443
31.56.179.176,443
65.21.122.159,443
2a01:4f9:3b:4b1d::1,443
5.183.191.108,8443
2a01:5a60:13::62,8443
104.152.48.248,443
2a01:8740:1:6ff::9b86,443
45.137.201.143,443
2a14:c380:90:61::a,443
188.130.206.221,443
2a13:7c00:6:4:f816:3eff:fe68:c3b2,443
87.121.38.57,443
89.167.107.77,443
2a01:4f9:c013:d2a::1,443
143.198.213.81,443
2400:6180:0:d2:0:2:8664:5000,443
188.246.226.106,8443
78.128.99.216,443
2a01:8740:1:849::cb67,443
185.239.141.120,443
2a0d:6c2:24:2ac::,443
185.105.108.92,8443
5.144.179.124,2053
62.238.14.253,443
2a01:4f9:c013:2cb5::1,443
31.57.61.9,443
2a13:7c00:6:46:f816:3eff:feaa:2544,443
82.152.132.29,443
31.57.62.175,2053
104.152.48.205,443
193.233.216.219,443
2a01:e5c0:18a2::2,443
65.21.105.99,8443
2a01:4f9:c013:712e::1,8443
193.233.216.67,443
2a01:e5c0:1507::2,443
148.253.211.51,443
2a13:d200:13:33::1,443
213.232.204.134,443
2a13:7c00:6:34:f816:3eff:fe6d:9e30,443
46.8.232.48,443
148.253.211.49,443
2a13:d200:13:31::1,443
195.238.126.150,443
2a06:f907:1:101::f7e2:1b2e,443
217.60.60.49,443
13.140.29.66,443
2a01:8740:1:ec0::8bd3,443
5.35.69.236,443
5.183.189.112,443
139.100.219.120,8443
89.125.93.209,443
37.27.219.241,443
2a01:4f9:c012:3c9b::1,443
94.131.19.19,2053
2a06:fcc0:4::6f,2053
91.222.237.251,443
213.139.229.57,443
204.168.135.65,8443
2a01:4f9:c014:c2d5::1,8443
95.217.135.173,443
31.57.27.98,443
31.56.196.34,8443
95.143.181.238,443
2a00:ab00:503:11::30,443
194.104.94.64,8443
2a14:2640:12::44,8443
209.131.70.51,443
2001:978:1001:432::,443
31.58.137.196,443
31.57.92.126,8443
5.34.176.69,8443
31.56.227.187,443
2a13:7c00:6:44:f816:3eff:fe66:6f9f,443
212.113.121.197,443
157.180.125.203,443
2a01:4f9:c013:1504::1,443
204.168.205.133,443
2a01:4f9:c014:56f8::1,443
178.128.60.89,443
2400:6180:0:d2:0:2:baaa:0,443
159.255.25.246,443
2a00:ab00:503:11::6,443
2.26.72.92,443
2a01:ecc0:6000:544::2,443
91.215.154.122,443
2001:67c:2f4c:2::1c4,443
2.27.11.3,443
2a01:ecc0:1000:162e::2,443
144.31.119.82,2083
2.27.123.149,443
185.66.71.149,2053
95.217.237.91,443
2.27.51.250,443
2a01:ecc0:6000:412::2,443
46.32.186.25,443
2a0c:16c0:505:9c7::e6d5,443
85.204.107.13,443
77.232.134.60,443
2a03:6f01:1:2::2:2da3,443
46.62.166.149,443
2a01:4f9:c013:692::1,443
185.23.236.107,443
2a06:1301:4100:66b::,443
141.144.195.228,443
144.31.226.131,443
2a01:ecc0:1005:4600::2,443
104.253.43.233,8443
2a13:7c00:10:22:f816:3eff:fe17:7c36,8443
144.31.7.71,443
2a0b:4143:0:46c::2,443
77.232.136.244,443
2a03:6f01:1:2::6b3f,443
77.73.68.124,443
2a00:1838:37:404::986e,443
46.101.103.15,443
2a03:b0c0:3:f0:0:1:9e66:e000,443
109.206.241.190,443
138.124.85.152,443
2.26.72.4,443
2a01:ecc0:6000:884::2,443
144.31.109.33,443
2a01:ecc0:500:277::2,443
92.51.38.43,443
77.42.79.180,443
2a01:4f9:c013:64ef::1,443
89.167.108.79,8443
2a01:4f9:c014:140d::1,8443
62.238.27.38,443
2a01:4f9:c015:b3c7::1,443
87.251.16.215,443
2a12:bec4:1481:3ff::2,443
213.226.124.66,443
46.8.64.211,2053
191.44.32.253,443
31.77.224.30,443
47.250.124.22,443
89.22.227.145,443
2a0b:4140:358d::2,443
94.183.191.227,443
2a13:7c00:6:55:f816:3eff:fea4:91a9,443
109.248.163.191,443
194.164.35.86,443
147.45.116.9,443
138.124.6.148,443
2a0b:4141:1820:5ec::2,443
90.156.211.232,8443
204.168.199.180,443
2a01:4f9:c014:a534::1,443
188.225.45.209,2053
64.188.125.71,443
2a01:ecc0:1000:60c::2,443
62.60.186.81,443
2a0b:4140:ee8d::2,443
31.56.196.195,2053
91.210.166.221,443
2001:67c:2f4c:2::41b,443
108.165.233.223,443
141.105.130.102,443
2a01:f500:2:4700::a,443
62.60.250.200,443
2a0b:4140:cfcc::2,443
217.18.60.228,443
204.168.199.224,8443
2a01:4f9:c014:e210::1,8443
138.124.75.161,443
217.60.0.168,8443
2a13:7c00:10:8:f816:3eff:fe9c:9cdc,8443
85.193.91.193,2053
91.215.153.143,443
2001:67c:2f4c:2::51e,443
185.23.236.29,443
2001:978:1001:31c::,443
217.12.207.28,8443
77.73.70.240,8443
2a00:1838:37:1a6::974e,8443
91.215.153.85,443
185.82.218.224,443
89.35.129.86,443
50.114.115.208,8443
31.57.105.33,2053
130.51.23.127,443
2607:5d40:1000:1::e9,443
77.221.159.75,443
2a01:e5c0:3413::2,443
47.250.212.59,443
196.196.219.75,443
65.108.251.86,443
2a01:4f9:c012:b5eb::1,443
87.229.34.180,443
65.108.145.144,443
2a01:4f9:c013:7471::1,443
2.26.91.240,443
2a01:ecc0:500:4ad::2,443
109.248.163.151,443
2a13:7c00:6:31:f816:3eff:fe59:26f2,443
62.60.249.219,443
2a0b:4140:c1f2::2,443
195.162.68.79,443
135.181.151.136,2053
77.42.125.133,443
2a01:4f9:c015:9757::1,443
38.180.248.167,8443
77.238.244.233,443
47.250.81.46,2087
77.42.43.113,443
2a01:4f9:c014:85b6::1,443
217.19.4.7,443
2a13:7c00:6:41:f816:3eff:fe51:eee,443
138.124.8.202,443
2a0b:4141:1820:740::2,443
178.238.237.6,443
2a02:c207:2326:5877::1,443
89.168.68.57,2053
212.192.22.177,443
185.82.127.6,2053
2.26.136.209,443
2a0d:6c2:24:961::,443
202.71.12.226,443
85.209.129.102,8443
95.217.186.94,2053
80.79.121.46,443
62.60.153.210,443
2a12:5940:b2c4::2,443
83.147.252.85,443
2a0b:4140:a30d::2,443
194.87.85.186,443
152.67.41.217,443
65.21.253.224,2087
2a01:4f9:c013:33de::1,2087
89.22.226.202,8443
2a0b:4140:34c4::2,8443
135.181.214.168,443
2a01:4f9:3a:2caf::2,443
89.22.226.172,2053
2a01:e5c0:7516::2,2053
188.116.40.37,443
66.151.35.226,443
2.27.30.80,443
213.176.116.170,2053
2a0b:4140:ed43::2,2053
93.123.39.169,443
2a12:bec4:150:6d::2,443
138.124.9.236,443
2a0b:4141:1820:55c::2,443
130.12.171.173,443
2602:fcc0:3334:4b45::1,443
2.27.79.22,443
62.60.152.148,443
2a0b:4140:3873::2,443
204.168.172.85,8443
2a01:4f9:c014:a195::1,8443
135.181.84.31,443
2.27.105.199,443
89.22.230.153,8443
2a0b:4140:38b0::2,8443
144.31.53.238,8443
109.93.20.106,443
138.124.9.125,443
2a0b:4141:1820:5ca::2,443
57.128.214.118,443
2001:41d0:601:1100::5f4a,443
31.59.106.46,443
2a13:7c00:6:105:f816:3eff:fe13:53fd,443
167.17.40.47,443
148.253.211.253,8443
2a13:d200:13:fd::1,8443
89.167.95.8,8443
2a01:4f9:c014:16ac::1,8443
151.241.155.138,443
82.40.57.83,443
2.26.9.47,443
2a01:ecc0:500:4b4::2,443
195.123.225.224,2053
95.216.142.199,443
2a01:4f9:c010:6a9e::1,443
130.12.171.96,8443
2602:fcc0:3334:cdff::1,8443
13.140.29.45,443
2a01:8740:1:eb0::9625,443
178.17.59.61,443
85.192.48.213,443
2a0b:4143:0:1e0::2,443
91.215.153.44,443
2001:67c:2f4c:2::1ed,443
135.181.204.201,443
2a01:4f9:c014:b095::1,443
65.21.157.136,443
2a01:4f9:c010:a69b::1,443
64.188.125.10,443
2a01:ecc0:1000:b95::2,443
204.168.198.108,443
2a01:4f9:c014:7705::1,443
2.26.9.208,443
2a01:ecc0:500:53d::2,443
192.36.41.238,2096
2a03:f80:371:5901::1,2096
185.246.191.40,443
2a06:1700:1:2e::3738:3043,443
95.216.141.171,443
2a01:4f9:c012:6c6e::1,443
77.91.85.13,443
2a01:ecc0:1006:4a00::2,443
204.168.140.46,443
2a01:4f9:c012:11e::1,443
64.188.93.58,443
2a01:ecc0:1000:61b::2,443
82.25.161.163,2087
95.164.55.206,443
204.168.205.233,443
2a01:4f9:c012:6fac::1,443
204.168.189.120,443
2a01:4f9:c014:ee5d::1,443
45.80.229.205,2096
2a0b:4140:904b::2,2096
185.190.250.99,443
2001:67c:2f4c:2::178,443
31.76.83.17,443
2a01:ecc0:c40:d9::2,443
132.243.223.18,443
138.124.6.195,443
2a0b:4141:1820:221::2,443
144.31.241.155,443
2a01:ecc0:d00:6a::2,443
185.178.45.238,443
2a03:6f01:1:2::1:418c,443
185.154.192.200,443
38.180.122.121,443
185.75.243.102,443
2a13:9403::e873:99a0:5a08:1,443
194.164.235.62,8443
89.167.78.201,443
2a01:4f9:c013:5b16::1,443
77.239.110.137,443
210.1.231.14,443
144.31.126.104,443
132.243.223.182,8443
2a12:bec4:1a70:167::2,8443
89.167.39.129,443
2a01:4f9:c014:dbe7::1,443
132.243.24.222,443
2a0c:5d00:2002::6bbe:fc5c,443
194.135.85.34,443
2a02:7b40:c287:5522::1,443
94.176.235.22,443
2a02:7b40:5eb0:eb16::1,443
79.137.206.249,443
46.62.170.189,443
2a01:4f9:c015:ff6c::1,443
89.40.2.194,443
2a02:7b40:5928:2c2::1,443
89.40.4.81,443
2a02:7b40:5928:451::1,443
185.154.192.95,443
185.194.53.88,443
2a04:6f00:4::1c8,443
150.241.88.11,2053
89.22.224.147,443
2a0b:4140:3280::2,443
194.87.89.41,443
2605:e440:13::16e,443
31.56.177.194,443
194.135.80.50,443
2a02:7b40:c287:5032::1,443
89.23.112.211,443
89.40.14.125,443
2a02:7b40:5928:e7d::1,443
94.156.180.173,443
64.188.82.108,8443
2a12:bec4:1483:254::2,8443
95.164.55.194,443
2a12:bec4:1a70:fd::2,443
89.167.77.55,443
194.135.84.250,443
2a02:7b40:c287:54fa::1,443
82.40.57.224,443
185.246.191.154,443
2a06:1700:1:1e5::1f75:3ca2,443
212.192.212.100,443
43.245.225.23,443
150.241.86.116,8443
2a01:ecc0:1000:1d7b::2,8443
46.8.64.95,443
2a13:7c00:6:18:f816:3eff:fe9c:6093,443
174.138.27.61,443
185.72.145.42,443
2a0a:2b41:2:e8c1::,443
158.179.206.143,443
65.109.141.230,443
2a01:4f9:c012:92c7::1,443
193.124.58.154,8443
144.31.249.101,443
2a01:ecc0:500:10f::2,443
91.215.154.88,443
2001:67c:2f4c:2::2a0,443
144.31.126.232,443
37.252.6.119,443
194.48.143.131,443
2a0d:6c2:24:94e::,443
85.92.110.239,443
2a03:6f01:1:2::2:2efe,443
185.162.10.111,2053
37.27.24.143,443
150.241.88.13,443
77.239.108.128,443
185.247.185.103,443
83.147.252.197,8443
193.23.201.155,2087
80.208.227.162,443
2a02:7b40:50d0:e3a2::1,443
5.188.24.178,443
2a01:5a60:15::7a,443
144.31.66.40,443
2a01:ecc0:1000:693::2,443
89.110.83.224,443
185.72.145.79,443
2a0a:2b41:3:c103::,443
193.168.198.220,443
46.62.137.42,443
2a01:4f9:c014:e9cf::1,443
89.125.93.222,8443
65.109.176.53,443
176.32.37.118,443
2a00:b700:3::c8,443
